 # Numero de lados/caras de la malla
         649
 # Nodos que componen cada lado/cara y referencia del lado/cara:
          62          64          21             0
         107         106         103             0
         103          79         107             0
         103         106          79             0
         111         107          59             0
         111         102         107             0
          59         102         111             0
          59         107         102             0
         105         104          19             0
         105          48         104             0
          19          48         105             0
          19         104          48             0
          96          73          13             0
          96          71          73             0
         112         110          79             0
         112         107         110             0
          79         110         107             0
         109         106          61             0
         109          89         106             0
          61          89         109             0
          61         106          89             0
         113         109         106             0
         113          61         109             0
          91          11          72             0
          52          11          91             0
          52          72          11             0
         111         107         104             0
         104          59         111             0
         104         107          59             0
          99          90          88             0
          99          68          90             0
          88          68          99             0
          57          32           6             0
          57          23          32             0
           6          23          57             0
           6          32          23             0
          89          82          47             0
          89          61          82             0
          47          61          89             0
          47          82          61             0
         106          95          43             0
         106          86          95             0
          43          86         106             0
          43          95          86             0
          96          81          71             0
          96          65          81             0
          71          65          96             0
         109          89          81             0
         109          65          89             0
          81          65         109             0
          81          89          65             0
          77          49          41             0
          77          36          49             0
          41          36          77             0
          64          24          91             0
          64          77          24             0
          84          63         101             0
          84          90          63             0
          92          90          63             0
          63          84          92             0
          45          38           8             0
           8          33          45             2
           8          38          33             0
          83          57          23             0
          83          32          57             0
          23          32          83             0
          96          95          65             0
          96          26          95             0
          65          26          96             0
          65          95          26             0
          77          63          49             0
          77          20          63             0
          49          20          77             0
          49          63          20             2
          81          67          78             0
          65          67          81             0
          65          78          67             0
          75          71          34             0
          75          62          71             0
          34          71          62             0
          92          84          25             0
          92          50          84             0
          25          50          92             0
          25          84          50             0
         112         102         111             0
         105         102         112             0
          55          46          29             0
          55           1          46             0
          29           1          55             0
          29          46           1             2
          90          77          64             0
          90          66          77             0
          64          66          90             0
          50          30           2             0
          50          25          30             0
           2          25          50             0
           2          30          25             2
         101          77          36             0
         101          24          77             0
          36          24         101             0
          36          77          24             0
         109          82          61             0
         109          10          82             0
          61          10         109             0
          61          82          10             0
          88          87          28             0
          88          38          87             0
          28          38          88             0
          28          87          38             0
          78          74          71             0
          78           9          74             0
          71           9          78             0
          71          74           9             0
         109         106          65             0
         109          81         106             0
          65         106          81             0
         101          64          77             0
          24          64         101             0
          75          74           9             0
           9          71          75             0
          93          90          16             0
          93          63          90             0
          16          63          93             2
          16          90          63             0
         113         112         107             0
         113         104         112             0
         107         104         113             0
         107         112         104             0
          93          63          92             2
          99          73          15             0
          99          72          73             0
          15          72          99             0
          82          39          61             0
          10          39          82             0
          10          61          39             0
         102          59           5             0
         102          27          59             0
           5          27         102             0
           5          59          27             0
         100          81          71             0
         100          73          81             0
          71          73         100             0
          71          81          73             0
          90          85          62             0
          90          68          85             0
          62          68          90             0
          92          84          12             0
          12          25          92             2
          12          84          25             0
         110         107         102             0
         110         103         107             0
         102         103         110             0
         102         107         103             0
         100          91          66             0
         100          90          91             0
          66          90         100             0
          66          91          90             0
          76          74          11             0
          76          72          74             0
          11          72          76             0
          11          74          72             0
         112          19         105             0
         104          19         112             0
         111         102           5             0
           5          48         111             0
           5         102          48             0
          39          61          47             0
          96          95          70             0
          70          65          96             0
          70          95          65             0
         109          76          40             0
         109          69          76             0
          40          69         109             0
          40          76          69             0
         109          82          67             0
         109          81          82             0
          67          81         109             0
          67          82          81             0
         100          81          78             0
          78          71         100             0
         100          91          72             0
          72          66         100             0
          90          88          87             0
          90          28          88             0
          87          28          90             0
         112          19         108             0
         105         108          19             0
          96          81          73             0
         113          97          70             0
         113          81          97             0
          70          81         113             0
          70          97          81             0
          97          96          70             0
          97          81          96             0
          70          96          81             0
          92          62          30             0
          92          17          62             0
          30          17          92             2
          30          62          17             0
         101          63          41             0
          41          77         101             0
          41          63          77             0
          98          90          62             0
          59           5         111             0
          97          81          69             0
          97          72          81             0
          69          72          97             0
          98          93          90             0
          98          16          93             0
          90          16          98             0
          89          35          47             0
          89          82          35             0
          88          16          98             0
          88          90          16             0
          28          88          99             0
         103          94          27             0
          27          14         103             0
          27          94          14             0
         107         102          27             0
          27          59         107             0
          48         104         111             0
          53          65          96             0
          53          71          65             0
         113         112          61             0
         113          79         112             0
          61         112          79             0
         113         108         109             0
          61         108         113             0
          61         109         108             0
          62          64          90             0
          62          84          64             0
         100          64          91             0
          90          64         100             0
          90          91          64             0
         101          92          63             0
         101          84          92             0
         101          92          12             0
          12          63         101             0
          12          92          63             2
          90          77          20             0
          20          63          90             0
           9          34          75             0
           9          71          34             0
          76          72          56             0
          56          69          76             0
          56          72          69             0
          11          56          76             0
          11          72          56             0
          56          40          76             0
          56          69          40             0
         109          83          40             0
         109          80          83             0
          40          80         109             0
          83          80          23             0
          23          80          57             0
         113         112         106             0
         106         107         113             0
          78          51          71             0
          65          51          78             0
          65          71          51             0
          78          65          22             0
          22          51          78             0
          22          65          51             0
          51           9          78             0
          51          71           9             0
         106          65          95             0
          86          65         106             0
          86          95          65             0
         109          82          89             0
          98          93          62             0
         113          94         107             0
         106          94         113             0
         106         107          94             0
          95          86          37             0
          37          43          95             0
          65          37          95             0
          65          86          37             0
         108          83          80             0
         108          23          83             0
          80          23         108             0
          49          41          63             2
          84          64          21             0
          21          62          84             0
          93          62          17             0
          93          46          62             0
          17          46          93             2
          17          62          46             0
         112         102         110             0
         107         102         112             0
          81          76          78             0
          67          76          81             0
          67          78          76             0
          81          74          78             0
          76          74          81             0
          76          78          74             0
         108          32          83             0
          23          32         108             0
          98          42          85             0
          62          42          98             0
          62          85          42             0
          97          73          96             0
          81          73          97             0
          72          81          73             0
          98          93          46             0
          46          62          98             0
          98          55          46             0
          98          29          55             0
          46          29          98             0
         109          76          81             0
          67          76         109             0
         109          69          81             0
          93          92          17             2
          84          50          62             0
          21          50          84             0
          21          62          50             0
          91          74          72             0
          91          11          74             0
          85          71          62             0
          85          58          71             0
          62          58          85             0
          62          71          58             0
          42          58          85             0
          42          62          58             0
          58          13          85             0
          58          71          13             0
          86          65          31             0
          86          18          65             0
          31          18          86             0
          31          65          18             0
          37          65          31             0
          89          78          65             0
          89          22          78             0
          65          22          89             0
          84          12         101             0
          88          33          87             0
          38          87          33             0
          12          41         101             0
          12          63          41             2
          92          62          50             0
          50          30          92             0
          50          62          30             0
          89          86          18             0
          89          65          86             0
          18          65          89             0
          82          89          81             0
          89          67          82             0
          81          67          89             0
          65          67          89             0
          89          78          67             0
          89          82          22             0
          22          35          89             0
          22          82          35             0
          89          18          61             0
          47          18          89             0
          47          61          18             0
          89          82          78             0
          78          82          22             0
          89          86          61             0
          61          86          18             0
          67          82          78             0
          90          88          45             0
          90          33          88             0
          45          33          90             0
          33          87          90             0
         100          81          72             0
         100          76          81             0
          72          76         100             0
         100          81          74             0
          74          78         100             0
          90          87          77             0
          90          66          87             0
          77          87          66             0
          76          74         100             0
          65          81          70             0
         108          19          83             0
          32          19         108             0
          32          83          19             0
          66          87          28             0
         100          91          74             0
          74          72         100             0
          41          36         101             0
          90          87          20             0
          20          87          77             0
         100          85          73             0
         100          71          85             0
         100          75          62             0
          62          71         100             0
          16          45          90             0
          16          88          45             0
          90          63          45             0
          45          63          16             2
          90          63          33             0
          33          63          45             2
          33          20          90             0
          33          87          20             0
          20          63          33             2
          25          30          92             2
          26          37          95             0
          26          65          37             0
         112          83         108             0
          19          83         112             0
          53          26          96             0
          53          65          26             0
         113         106          70             0
          70          94         113             0
          70         106          94             0
          97          72          60             0
          60          15          97             0
          60          72          15             0
          97          69          44             0
          97          60          69             0
          44          60          97             0
          44          69          60             0
          69          72          60             0
          98          29          93             0
          16          29          98             0
          16          93          29             2
          29          93          46             2
          98          62          55             0
          55          42          98             0
          55          62          42             0
          46          62          55             0
          99          72          54             0
          99          66          72             0
          54          66          99             0
          54          72          66             0
          15          54          99             0
          15          72          54             0
          54          28          99             0
          54          66          28             0
         100          90          85             0
         100          62          90             0
          85          62         100             0
          62          64         100             0
         100          75          64             0
         100          99          90             0
         100          66          99             0
         100          72          99             0
         100          73          99             0
          72          73         100             0
         100          90          68             0
          68          85         100             0
         100          99          68             0
         100          91          75             0
          75          91          74             0
          64          91          75             0
         100          85          99             0
          73          99          85             0
          85          99          68             0
         107         103          94             0
         107          27         103             0
          94          27         107             0
         106          70          95             0
          65          70         106             0
          89         106          65             0
         112         111         107             0
         113         109          81             0
          81         106         113             0
         106          81          70             0
         106          86          89             0
          86          61         106             0
         113         112         108             0
         108         112          61             0
         109         108          83             0
         109          80         108             0
         109          23         108             0
          80          23         109             0
         106          94          95             0
          70          95          94             0
         106          14          95             0
          94          95          14             0
         106          86          79             0
          79          86          61             0
          14          43         106             0
          14          95          43             0
         106          86         103             0
          79         103          86             0
          86          14         106             0
          86         103          14             0
          43          86          14             0
          27         103         102             0
         107          44         104             0
          59          44         107             0
          59         104          44             0
         107          94          44             0
         107          59          94             0
          44          94          59             0
          59          94          27             0
         113          69          97             0
          81          69         113             0
         103          79         110             0
         109         108          10             0
          10         108          61             0
          23          10         109             0
          23         108          10             0
         109          80          10             0
          10          80          23             0
         109          80          82             0
          10          82          80             0
          80          67         109             0
          80          82          67             0
         109          80          76             0
          76          80          67             0
         113         109          69             0
          40          80          76             0
         109          83          69             0
          69          83          40             0
         112         110         105             0
         105         110          79             0
         112         104          83             0
          83         104          19             0
          61         108          79             0
         102         110         105             0
         113          83         112             0
         104          83         113             0
         113         109          83             0
          83          69         113             0
          83         108         113             0
         113          44          97             0
          69          44         113             0
         113         107          44             0
          44         104         113             0
          94          44         113             0
         113          97          94             0
          94          97          70             0
         113         104          69             0
          69         104          83             0
          44         104          69             0
          44          97          94             0
